age,age_of_english_onset,audio_url,birth_place,english_learning_method,english_residence,has_ipa,language,length_english_residence_years,native_language,note,other_languages,page_url,sample_id,sex,speaker_num,tier
22.0,12.0,https://accent.gmu.edu/audio/mandarin69.mp3,"taizhou, jiangsu, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,german,https://accent.gmu.edu/samples/mandarin69/,mandarin69,male,69,primary
21.0,8.0,https://accent.gmu.edu/audio/mandarin70.mp3,"shanghai, china",academic,usa,False,mandarin,2.0,mandarin,residence 2y,japanese,https://accent.gmu.edu/samples/mandarin70/,mandarin70,female,70,primary
20.0,6.0,https://accent.gmu.edu/audio/mandarin71.mp3,"chengdu, sichuan, china",academic,usa,False,mandarin,0.2,mandarin,residence 0.2y,french,https://accent.gmu.edu/samples/mandarin71/,mandarin71,female,71,primary
22.0,10.0,https://accent.gmu.edu/audio/mandarin72.mp3,"taichung, taiwan",academic,usa,False,mandarin,10.0,mandarin,residence 10y (over 5y threshold),taiwanese,https://accent.gmu.edu/samples/mandarin72/,mandarin72,female,72,relaxed_residence
27.0,10.0,https://accent.gmu.edu/audio/mandarin73.mp3,"chengdu, sichuan, china",academic,usa,False,mandarin,10.0,mandarin,residence 10y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin73/,mandarin73,female,73,relaxed_residence
19.0,13.0,https://accent.gmu.edu/audio/mandarin74.mp3,"shenzhen, china",naturalistic,usa,False,mandarin,4.0,mandarin,residence 4y,none,https://accent.gmu.edu/samples/mandarin74/,mandarin74,male,74,primary
20.0,13.0,https://accent.gmu.edu/audio/mandarin75.mp3,"taipei, taiwan",naturalistic,usa,False,mandarin,6.5,mandarin,residence 6.5y (over 5y threshold),taiwanese,https://accent.gmu.edu/samples/mandarin75/,mandarin75,male,75,relaxed_residence
29.0,12.0,https://accent.gmu.edu/audio/mandarin76.mp3,"zhengzhou, henan, china",academic,usa,False,mandarin,5.0,mandarin,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin76/,mandarin76,male,76,relaxed_residence
20.0,8.0,https://accent.gmu.edu/audio/mandarin77.mp3,"jingjiang, jiangsu, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,german,https://accent.gmu.edu/samples/mandarin77/,mandarin77,female,77,primary
20.0,6.0,https://accent.gmu.edu/audio/mandarin78.mp3,"ganzhou, jiangxi, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,japanese korean,https://accent.gmu.edu/samples/mandarin78/,mandarin78,female,78,primary
19.0,2.0,https://accent.gmu.edu/audio/mandarin79.mp3,"johor bahru, malaysia",academic,australia,False,mandarin,0.1,mandarin,residence 0.1y,malay hokkien cantonese korean japanese,https://accent.gmu.edu/samples/mandarin79/,mandarin79,female,79,primary
21.0,10.0,https://accent.gmu.edu/audio/mandarin80.mp3,"xi’an, shanxi, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin80/,mandarin80,male,80,primary
22.0,10.0,https://accent.gmu.edu/audio/mandarin81.mp3,"suzhou, jiangsu, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin81/,mandarin81,female,81,primary
23.0,13.0,https://accent.gmu.edu/audio/mandarin82.mp3,"wuhai, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin82/,mandarin82,female,82,primary
26.0,12.0,https://accent.gmu.edu/audio/mandarin83.mp3,"zhengzhou, henan, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin83/,mandarin83,female,83,primary
24.0,10.0,https://accent.gmu.edu/audio/mandarin84.mp3,"zhengzhou, henan, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin84/,mandarin84,female,84,primary
23.0,10.0,https://accent.gmu.edu/audio/mandarin85.mp3,"changsha, hunan, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin85/,mandarin85,female,85,primary
22.0,7.0,https://accent.gmu.edu/audio/mandarin86.mp3,"shenyang, liaoning, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin86/,mandarin86,female,86,primary
22.0,7.0,https://accent.gmu.edu/audio/mandarin87.mp3,"lanzhou, gansu, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin87/,mandarin87,female,87,primary
23.0,8.0,https://accent.gmu.edu/audio/mandarin88.mp3,"anqing, anhui, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,japanese,https://accent.gmu.edu/samples/mandarin88/,mandarin88,male,88,primary
19.0,12.0,https://accent.gmu.edu/audio/mandarin89.mp3,"taiyuan, shanxi, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin89/,mandarin89,male,89,primary
27.0,8.0,https://accent.gmu.edu/audio/mandarin90.mp3,"chengdu, sichuan, china",academic,usa,False,mandarin,0.8,mandarin,residence 0.8y,none,https://accent.gmu.edu/samples/mandarin90/,mandarin90,male,90,primary
22.0,13.0,https://accent.gmu.edu/audio/mandarin91.mp3,"tongcheng, anhui, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,none,https://accent.gmu.edu/samples/mandarin91/,mandarin91,male,91,primary
23.0,10.0,https://accent.gmu.edu/audio/mandarin92.mp3,"huai’an, jiangsu, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,none,https://accent.gmu.edu/samples/mandarin92/,mandarin92,female,92,primary
22.0,6.0,https://accent.gmu.edu/audio/mandarin93.mp3,"xi’an, shanxi, china",academic,usa,False,mandarin,0.3,mandarin,residence 0.3y,french,https://accent.gmu.edu/samples/mandarin93/,mandarin93,female,93,primary
23.0,8.0,https://accent.gmu.edu/audio/mandarin94.mp3,"baotou, inner mongolia, china",academic,usa,False,mandarin,0.3,mandarin,residence 0.3y,none,https://accent.gmu.edu/samples/mandarin94/,mandarin94,male,94,primary
29.0,11.0,https://accent.gmu.edu/audio/mandarin95.mp3,"yangxin, hubei, china",academic,usa,False,mandarin,2.0,mandarin,residence 2y,arabic,https://accent.gmu.edu/samples/mandarin95/,mandarin95,female,95,primary
27.0,9.0,https://accent.gmu.edu/audio/mandarin96.mp3,"qingdao, shandong, china",academic,usa,False,mandarin,5.4,mandarin,residence 5.4y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin96/,mandarin96,female,96,relaxed_residence
28.0,11.0,https://accent.gmu.edu/audio/mandarin97.mp3,"jiujiang, jiangxi, china",academic,hong kong,False,mandarin,1.5,mandarin,residence 1.5y,none,https://accent.gmu.edu/samples/mandarin97/,mandarin97,female,97,primary
25.0,11.0,https://accent.gmu.edu/audio/mandarin98.mp3,"nanchang, jiangxi, china",academic,australia,False,mandarin,1.5,mandarin,residence 1.5y,none,https://accent.gmu.edu/samples/mandarin98/,mandarin98,female,98,primary
26.0,9.0,https://accent.gmu.edu/audio/mandarin99.mp3,"nanchang, jiangxi, china",academic,uk,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin99/,mandarin99,female,99,primary
25.0,13.0,https://accent.gmu.edu/audio/mandarin100.mp3,"wuhan, hubei, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,none,https://accent.gmu.edu/samples/mandarin100/,mandarin100,female,100,primary
23.0,10.0,https://accent.gmu.edu/audio/mandarin101.mp3,"jiujiang, jiangxi, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,japanese,https://accent.gmu.edu/samples/mandarin101/,mandarin101,female,101,primary
27.0,10.0,https://accent.gmu.edu/audio/mandarin102.mp3,"huanggang, hubei, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,japanese,https://accent.gmu.edu/samples/mandarin102/,mandarin102,female,102,primary
27.0,12.0,https://accent.gmu.edu/audio/mandarin103.mp3,"le shan, sichuan, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,french,https://accent.gmu.edu/samples/mandarin103/,mandarin103,female,103,primary
29.0,7.0,https://accent.gmu.edu/audio/mandarin104.mp3,"beijing, china",academic,usa,False,mandarin,2.0,mandarin,residence 2y,none,https://accent.gmu.edu/samples/mandarin104/,mandarin104,female,104,primary
26.0,12.0,https://accent.gmu.edu/audio/mandarin105.mp3,"tongliao, inner mongolia, china",academic,usa,False,mandarin,2.0,mandarin,residence 2y,cantonese korean,https://accent.gmu.edu/samples/mandarin105/,mandarin105,female,105,primary
25.0,2.0,https://accent.gmu.edu/audio/mandarin106.mp3,"xi’an, shanxi, china",academic,usa,False,mandarin,5.0,mandarin,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin106/,mandarin106,female,106,relaxed_residence
26.0,8.0,https://accent.gmu.edu/audio/mandarin107.mp3,"taiyuan, shanxi, china",academic,australia,False,mandarin,1.0,mandarin,residence 1y,cantonese korean japanese,https://accent.gmu.edu/samples/mandarin107/,mandarin107,female,107,primary
26.0,14.0,https://accent.gmu.edu/audio/mandarin108.mp3,"nanning, guangxi, china",academic,australia,False,mandarin,5.0,mandarin,residence 5y (over 5y threshold),cantonese,https://accent.gmu.edu/samples/mandarin108/,mandarin108,female,108,relaxed_residence
23.0,4.0,https://accent.gmu.edu/audio/mandarin109.mp3,"xi’an, shanxi, china",academic,australia,False,mandarin,0.5,mandarin,residence 0.5y,french,https://accent.gmu.edu/samples/mandarin109/,mandarin109,female,109,primary
24.0,7.0,https://accent.gmu.edu/audio/mandarin110.mp3,"panjin, liaoning, china",academic,australia,False,mandarin,2.0,mandarin,residence 2y,french german ancient greek latin,https://accent.gmu.edu/samples/mandarin110/,mandarin110,female,110,primary
23.0,6.0,https://accent.gmu.edu/audio/mandarin111.mp3,"beijing, china",academic,australia,False,mandarin,0.2,mandarin,residence 0.2y,none,https://accent.gmu.edu/samples/mandarin111/,mandarin111,female,111,primary
26.0,6.0,https://accent.gmu.edu/audio/mandarin112.mp3,"tianjin, china",academic,usa,False,mandarin,0.8,mandarin,residence 0.8y,none,https://accent.gmu.edu/samples/mandarin112/,mandarin112,male,112,primary
29.0,10.0,https://accent.gmu.edu/audio/mandarin113.mp3,"hohhot, inner mongolia, china",academic,usa,False,mandarin,0.8,mandarin,residence 0.8y,none,https://accent.gmu.edu/samples/mandarin113/,mandarin113,male,113,primary
19.0,13.0,https://accent.gmu.edu/audio/mandarin114.mp3,"beijing, china",academic,usa,False,mandarin,6.0,mandarin,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin114/,mandarin114,female,114,relaxed_residence
19.0,5.0,https://accent.gmu.edu/audio/mandarin115.mp3,"urumqi, xinjiang, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,latin,https://accent.gmu.edu/samples/mandarin115/,mandarin115,male,115,primary
24.0,9.0,https://accent.gmu.edu/audio/mandarin116.mp3,"baotou, inner mongolia, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,mongolian french,https://accent.gmu.edu/samples/mandarin116/,mandarin116,male,116,primary
25.0,9.0,https://accent.gmu.edu/audio/mandarin117.mp3,"changchun, jilin, china",academic,usa,False,mandarin,6.0,mandarin,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin117/,mandarin117,male,117,relaxed_residence
24.0,9.0,https://accent.gmu.edu/audio/mandarin118.mp3,"xi’an, shanxi, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin118/,mandarin118,female,118,primary
24.0,7.0,https://accent.gmu.edu/audio/mandarin119.mp3,"changchun, jilin, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin119/,mandarin119,female,119,primary
24.0,10.0,https://accent.gmu.edu/audio/mandarin120.mp3,"chengde, hebei, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin120/,mandarin120,male,120,primary
30.0,13.0,https://accent.gmu.edu/audio/mandarin121.mp3,"huangshan, anhui, china",academic,usa,False,mandarin,5.0,mandarin,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin121/,mandarin121,female,121,relaxed_residence
26.0,6.0,https://accent.gmu.edu/audio/mandarin122.mp3,"xi’an, shanxi, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin122/,mandarin122,male,122,primary
21.0,6.0,https://accent.gmu.edu/audio/mandarin123.mp3,"chengdu, sichuan, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin123/,mandarin123,male,123,primary
33.0,13.0,https://accent.gmu.edu/audio/mandarin124.mp3,"chongqing, china",academic,usa,False,mandarin,3.2,mandarin,residence 3.2y,none,https://accent.gmu.edu/samples/mandarin124/,mandarin124,female,124,primary
24.0,6.0,https://accent.gmu.edu/audio/mandarin125.mp3,"changchun, jilin, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin125/,mandarin125,female,125,primary
24.0,8.0,https://accent.gmu.edu/audio/mandarin126.mp3,"yulin, shanxi, china",academic,usa,False,mandarin,2.0,mandarin,residence 2y,italian,https://accent.gmu.edu/samples/mandarin126/,mandarin126,male,126,primary
25.0,15.0,https://accent.gmu.edu/audio/mandarin127.mp3,"shenyang, liaoning, china",academic,usa,False,mandarin,3.3,mandarin,residence 3.3y,cantonese dutch,https://accent.gmu.edu/samples/mandarin127/,mandarin127,male,127,primary
21.0,7.0,https://accent.gmu.edu/audio/mandarin128.mp3,"cixi, zhejiang, china",academic,usa,False,mandarin,2.5,mandarin,residence 2.5y,none,https://accent.gmu.edu/samples/mandarin128/,mandarin128,female,128,primary
22.0,12.0,https://accent.gmu.edu/audio/mandarin129.mp3,"luoyang, henan, china",academic,usa,False,mandarin,0.3,mandarin,residence 0.3y,none,https://accent.gmu.edu/samples/mandarin129/,mandarin129,female,129,primary
22.0,7.0,https://accent.gmu.edu/audio/mandarin130.mp3,"weifang, shandong, china",academic,usa,False,mandarin,6.0,mandarin,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin130/,mandarin130,female,130,relaxed_residence
20.0,6.0,https://accent.gmu.edu/audio/mandarin131.mp3,"shenzhen, guangdong, china",academic,usa,False,mandarin,0.8,mandarin,residence 0.8y,cantonese,https://accent.gmu.edu/samples/mandarin131/,mandarin131,male,131,primary
21.0,2.0,https://accent.gmu.edu/audio/mandarin132.mp3,"dangyang, hubei, china",academic,usa,False,mandarin,5.0,mandarin,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin132/,mandarin132,female,132,relaxed_residence
26.0,10.0,https://accent.gmu.edu/audio/mandarin133.mp3,"beijing, china",academic,usa,False,mandarin,3.0,mandarin,residence 3y,none,https://accent.gmu.edu/samples/mandarin133/,mandarin133,female,133,primary
27.0,9.0,https://accent.gmu.edu/audio/mandarin134.mp3,"luoyang, henan, china",academic,usa,False,mandarin,10.0,mandarin,residence 10y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin134/,mandarin134,male,134,relaxed_residence
25.0,9.0,https://accent.gmu.edu/audio/mandarin135.mp3,"langfang, hebei, china",academic,usa,False,mandarin,7.0,mandarin,residence 7y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin135/,mandarin135,male,135,relaxed_residence
20.0,10.0,https://accent.gmu.edu/audio/mandarin136.mp3,"shenyang, liaoning, china",academic,usa,False,mandarin,2.0,mandarin,residence 2y,none,https://accent.gmu.edu/samples/mandarin136/,mandarin136,female,136,primary
20.0,10.0,https://accent.gmu.edu/audio/mandarin137.mp3,"xi’an, shanxi, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin137/,mandarin137,female,137,primary
21.0,7.0,https://accent.gmu.edu/audio/mandarin138.mp3,"chongqing, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin138/,mandarin138,female,138,primary
23.0,14.0,https://accent.gmu.edu/audio/mandarin139.mp3,"kunming, yunnan, china",academic,usa,False,mandarin,3.0,mandarin,residence 3y,none,https://accent.gmu.edu/samples/mandarin139/,mandarin139,male,139,primary
22.0,7.0,https://accent.gmu.edu/audio/mandarin140.mp3,"xuzhou, jiangsu, china",academic,usa,False,mandarin,0.2,mandarin,residence 0.2y,none,https://accent.gmu.edu/samples/mandarin140/,mandarin140,male,140,primary
21.0,6.0,https://accent.gmu.edu/audio/mandarin141.mp3,"beijing, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin141/,mandarin141,female,141,primary
23.0,6.0,https://accent.gmu.edu/audio/mandarin142.mp3,"chengdu, sichuan, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin142/,mandarin142,female,142,primary
25.0,10.0,https://accent.gmu.edu/audio/mandarin143.mp3,"fuyang, anhui, china",academic,usa,False,mandarin,0.2,mandarin,residence 0.2y,none,https://accent.gmu.edu/samples/mandarin143/,mandarin143,female,143,primary
20.0,10.0,https://accent.gmu.edu/audio/mandarin144.mp3,"wuhu, anhui, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin144/,mandarin144,male,144,primary
21.0,4.0,https://accent.gmu.edu/audio/mandarin145.mp3,"qingdao, shandong, china",academic,usa,False,mandarin,1.0,mandarin,residence 1y,none,https://accent.gmu.edu/samples/mandarin145/,mandarin145,female,145,primary
24.0,6.0,https://accent.gmu.edu/audio/mandarin146.mp3,"xi’an, shanxi, china",academic,usa,False,mandarin,2.0,mandarin,residence 2y,none,https://accent.gmu.edu/samples/mandarin146/,mandarin146,female,146,primary
19.0,9.0,https://accent.gmu.edu/audio/mandarin147.mp3,"nanyang, henan, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin147/,mandarin147,female,147,primary
19.0,6.0,https://accent.gmu.edu/audio/mandarin148.mp3,"nanyang, henan, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin148/,mandarin148,female,148,primary
19.0,6.0,https://accent.gmu.edu/audio/mandarin149.mp3,"fuzhou, fujian, china",academic,usa,False,mandarin,0.1,mandarin,residence 0.1y,none,https://accent.gmu.edu/samples/mandarin149/,mandarin149,female,149,primary
18.0,12.0,https://accent.gmu.edu/audio/mandarin150.mp3,"taiyuan, shanxi, china",academic,nigeria,False,mandarin,4.0,mandarin,residence 4y,spanish german,https://accent.gmu.edu/samples/mandarin150/,mandarin150,female,150,primary
31.0,8.0,https://accent.gmu.edu/audio/mandarin151.mp3,"wuxi, jiangsu, china",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,french,https://accent.gmu.edu/samples/mandarin151/,mandarin151,female,151,primary
26.0,18.0,https://accent.gmu.edu/audio/mandarin152.mp3,"taoyuan, taiwan",academic,N/A,False,mandarin,0.0,mandarin,residence 0y,taiwanese,https://accent.gmu.edu/samples/mandarin152/,mandarin152,male,152,primary
22.0,6.0,https://accent.gmu.edu/audio/mandarin153.mp3,"pingtung, taiwan",academic,usa,False,mandarin,0.2,mandarin,residence 0.2y,taiwanese,https://accent.gmu.edu/samples/mandarin153/,mandarin153,male,153,primary
22.0,4.0,https://accent.gmu.edu/audio/mandarin154.mp3,"taipei, taiwan",academic,usa,False,mandarin,0.2,mandarin,residence 0.2y,none,https://accent.gmu.edu/samples/mandarin154/,mandarin154,female,154,primary
51.0,9.0,https://accent.gmu.edu/audio/mandarin155.mp3,"baoding, hebei, china",academic,usa,False,mandarin,23.0,mandarin,residence 23y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin155/,mandarin155,female,155,relaxed_residence
37.0,12.0,https://accent.gmu.edu/audio/mandarin156.mp3,"kaohsiung, taiwan",academic,usa,False,mandarin,1.0,mandarin,residence 1y,taiwanese,https://accent.gmu.edu/samples/mandarin156/,mandarin156,female,156,primary
58.0,11.0,https://accent.gmu.edu/audio/mandarin157.mp3,"zibo, shandong, china",academic,usa,False,mandarin,33.0,mandarin,residence 33y (over 5y threshold),none,https://accent.gmu.edu/samples/mandarin157/,mandarin157,female,157,relaxed_residence
27.0,2.0,https://accent.gmu.edu/audio/hindi1.mp3,"nagpur, maharashtra, india",academic,"uk,usa",True,hindi,3.5,hindi,residence 3.5y,marathi punjabi,https://accent.gmu.edu/samples/hindi1/,hindi1,male,1,primary
31.0,3.0,https://accent.gmu.edu/audio/hindi2.mp3,"hyderabad, india",academic,"usa, canada",True,hindi,8.0,hindi,residence 8y (over 5y threshold),french,https://accent.gmu.edu/samples/hindi2/,hindi2,male,2,relaxed_residence
42.0,5.0,https://accent.gmu.edu/audio/hindi3.mp3,"jalandhar, india",academic,usa,True,hindi,25.0,hindi,residence 25y (over 5y threshold),punjabi urdu,https://accent.gmu.edu/samples/hindi3/,hindi3,male,3,relaxed_residence
28.0,14.0,https://accent.gmu.edu/audio/hindi4.mp3,"bhilwara, rajisthan, india",academic,usa,True,hindi,2.0,hindi,residence 2y,rajasthani gujarati punjabi tamil telugu,https://accent.gmu.edu/samples/hindi4/,hindi4,female,4,primary
64.0,10.0,https://accent.gmu.edu/audio/hindi5.mp3,"hubballi, karnataka, india",academic,usa,True,hindi,40.0,hindi,residence 40y (over 5y threshold),sanskrit pali,https://accent.gmu.edu/samples/hindi5/,hindi5,female,5,relaxed_residence
27.0,4.0,https://accent.gmu.edu/audio/hindi6.mp3,"new delhi, india",academic,usa,True,hindi,1.0,hindi,residence 1y,punjabi,https://accent.gmu.edu/samples/hindi6/,hindi6,female,6,primary
60.0,5.0,https://accent.gmu.edu/audio/hindi7.mp3,"allahabad, utter pardesh, india",academic,usa,True,hindi,30.0,hindi,residence 30y (over 5y threshold),bengali urdu,https://accent.gmu.edu/samples/hindi7/,hindi7,female,7,relaxed_residence
19.0,8.0,https://accent.gmu.edu/audio/hindi8.mp3,"imphal, india",academic,usa,True,hindi,0.75,hindi,residence 0.75y,punjabi,https://accent.gmu.edu/samples/hindi8/,hindi8,male,8,primary
31.0,4.0,https://accent.gmu.edu/audio/hindi9.mp3,"durgapur, west bengal, india",academic,usa,True,hindi,8.0,hindi,residence 8y (over 5y threshold),bengali,https://accent.gmu.edu/samples/hindi9/,hindi9,male,9,relaxed_residence
19.0,10.5,https://accent.gmu.edu/audio/hindi10.mp3,"new delhi, india",naturalistic,usa,True,hindi,8.0,hindi,residence 8y (over 5y threshold),french,https://accent.gmu.edu/samples/hindi10/,hindi10,female,10,relaxed_residence
20.0,4.0,https://accent.gmu.edu/audio/hindi11.mp3,"chandigarh, india",academic,usa,False,hindi,7.0,hindi,residence 7y (over 5y threshold),punjabi,https://accent.gmu.edu/samples/hindi11/,hindi11,male,11,relaxed_residence
25.0,4.0,https://accent.gmu.edu/audio/hindi12.mp3,"allahabad, india",academic,usa,False,hindi,4.0,hindi,residence 4y,none,https://accent.gmu.edu/samples/hindi12/,hindi12,female,12,primary
43.0,13.0,https://accent.gmu.edu/audio/hindi13.mp3,"jaipur, india",academic,usa,False,hindi,0.1,hindi,residence 0.1y,rajasthani garhwali,https://accent.gmu.edu/samples/hindi13/,hindi13,female,13,primary
53.0,12.0,https://accent.gmu.edu/audio/hindi14.mp3,"new delhi, india",academic,usa,False,hindi,25.0,hindi,residence 25y (over 5y threshold),none,https://accent.gmu.edu/samples/hindi14/,hindi14,male,14,relaxed_residence
23.0,1.0,https://accent.gmu.edu/audio/hindi15.mp3,"new delhi, india",naturalistic,usa,False,hindi,1.0,hindi,residence 1y,german,https://accent.gmu.edu/samples/hindi15/,hindi15,female,15,primary
25.0,5.0,https://accent.gmu.edu/audio/hindi16.mp3,"new delhi, india",academic,usa,False,hindi,4.0,hindi,residence 4y,russian,https://accent.gmu.edu/samples/hindi16/,hindi16,male,16,primary
47.0,3.0,https://accent.gmu.edu/audio/hindi17.mp3,"new delhi, india",academic,usa,False,hindi,24.0,hindi,residence 24y (over 5y threshold),none,https://accent.gmu.edu/samples/hindi17/,hindi17,female,17,relaxed_residence
21.0,5.0,https://accent.gmu.edu/audio/hindi18.mp3,"new delhi, india",academic,usa,False,hindi,0.4,hindi,residence 0.4y,punjabi gujarati sanskrit,https://accent.gmu.edu/samples/hindi18/,hindi18,female,18,primary
19.0,0.0,https://accent.gmu.edu/audio/hindi19.mp3,"irving, texas, usa",naturalistic,usa,False,hindi,19.0,hindi,residence 19y (over 5y threshold),german japanese latin old english,https://accent.gmu.edu/samples/hindi19/,hindi19,male,19,relaxed_residence
27.0,4.0,https://accent.gmu.edu/audio/hindi20.mp3,"hazaribagh, jharkhand, india",academic,usa,False,hindi,0.1,hindi,residence 0.1y,punjabi kannada,https://accent.gmu.edu/samples/hindi20/,hindi20,male,20,primary
26.0,4.0,https://accent.gmu.edu/audio/hindi21.mp3,"faridabad, haryana, india",academic,usa,False,hindi,1.0,hindi,residence 1y,none,https://accent.gmu.edu/samples/hindi21/,hindi21,male,21,primary
28.0,5.0,https://accent.gmu.edu/audio/hindi22.mp3,"meerut, uttar pradesh, india",academic,usa,False,hindi,1.0,hindi,residence 1y,none,https://accent.gmu.edu/samples/hindi22/,hindi22,male,22,primary
25.0,3.0,https://accent.gmu.edu/audio/hindi23.mp3,"raj nagar, rajasthan, india",academic,usa,False,hindi,0.3,hindi,residence 0.3y,marathi gujarati,https://accent.gmu.edu/samples/hindi23/,hindi23,male,23,primary
23.0,2.0,https://accent.gmu.edu/audio/hindi24.mp3,"jamshedpur, jharkhand, india",naturalistic,usa,False,hindi,0.5,hindi,residence 0.5y,none,https://accent.gmu.edu/samples/hindi24/,hindi24,female,24,primary
24.0,6.0,https://accent.gmu.edu/audio/hindi25.mp3,"pune, maharashtra, india",academic,usa,False,hindi,1.0,hindi,residence 1y,marathi,https://accent.gmu.edu/samples/hindi25/,hindi25,male,25,primary
25.0,6.0,https://accent.gmu.edu/audio/hindi26.mp3,"kolkata, west bengal, india",academic,usa,False,hindi,0.6,hindi,residence 0.6y,bengali punjabi,https://accent.gmu.edu/samples/hindi26/,hindi26,male,26,primary
22.0,5.0,https://accent.gmu.edu/audio/hindi27.mp3,"surat, gujarat, india",academic,usa,False,hindi,0.3,hindi,residence 0.3y,gujarati french marwari,https://accent.gmu.edu/samples/hindi27/,hindi27,male,27,primary
21.0,5.0,https://accent.gmu.edu/audio/hindi28.mp3,"patna, india",academic,N/A,False,hindi,0.0,hindi,residence 0y,none,https://accent.gmu.edu/samples/hindi28/,hindi28,male,28,primary
24.0,3.0,https://accent.gmu.edu/audio/hindi29.mp3,"chennai, tamil nadu, india",academic,usa,False,hindi,0.5,hindi,residence 0.5y,telugu kannada gujarati,https://accent.gmu.edu/samples/hindi29/,hindi29,male,29,primary
37.0,5.0,https://accent.gmu.edu/audio/hindi30.mp3,"ludhiana, india",academic,usa,False,hindi,2.5,hindi,residence 2.5y,urdu punjabi,https://accent.gmu.edu/samples/hindi30/,hindi30,female,30,primary
36.0,5.0,https://accent.gmu.edu/audio/hindi31.mp3,"rajkot, gujarat, india",academic,usa,False,hindi,13.0,hindi,residence 13y (over 5y threshold),gujarati,https://accent.gmu.edu/samples/hindi31/,hindi31,female,31,relaxed_residence
27.0,9.0,https://accent.gmu.edu/audio/hindi32.mp3,"new delhi, india",academic,usa,False,hindi,1.0,hindi,residence 1y,none,https://accent.gmu.edu/samples/hindi32/,hindi32,female,32,primary
